,DATE,day_of_week,Month
475286,2016-10-16,Sunday,October
475289,2016-04-21,Thursday,April
475291,2016-06-12,Sunday,June
475292,2016-11-11,Friday,November
475293,2016-09-30,Friday,September
475295,2016-11-25,Friday,November
475296,2016-06-04,Saturday,June
475297,2016-07-17,Sunday,July
475300,2016-04-01,Friday,April
475302,2016-12-19,Monday,December
475303,2016-03-26,Saturday,March
475308,2016-03-02,Wednesday,March
475309,2016-12-06,Tuesday,December
475310,2016-05-23,Monday,May
475312,2016-02-14,Sunday,February
475313,2016-10-22,Saturday,October
475320,2016-02-24,Wednesday,February
475321,2016-02-06,Saturday,February
475323,2016-08-16,Tuesday,August
475328,2016-12-27,Tuesday,December
475330,2016-01-09,Saturday,January
475335,2016-11-29,Tuesday,November
475337,2016-11-07,Monday,November
475339,2016-02-02,Tuesday,February
475350,2016-12-20,Tuesday,December
475351,2016-04-09,Saturday,April
475358,2016-05-27,Friday,May
475359,2016-01-14,Thursday,January
475361,2016-02-10,Wednesday,February
475363,2016-01-01,Friday,January
475365,2016-06-06,Monday,June
475367,2016-12-05,Monday,December
475369,2016-07-06,Wednesday,July
475372,2016-01-07,Thursday,January
475375,2016-04-25,Monday,April
475378,2016-09-27,Tuesday,September
475384,2016-08-27,Saturday,August
475386,2016-01-29,Friday,January
475389,2016-01-02,Saturday,January
475396,2016-02-20,Saturday,February
475398,2016-04-15,Friday,April
475399,2016-05-24,Tuesday,May
475404,2016-11-22,Tuesday,November
475405,2016-11-24,Thursday,November
475409,2016-09-04,Sunday,September
475410,2016-02-23,Tuesday,February
475412,2016-06-18,Saturday,June
475422,2016-01-19,Tuesday,January
475428,2016-03-24,Thursday,March
475436,2016-09-26,Monday,September
475438,2016-12-12,Monday,December
475442,2016-11-23,Wednesday,November
475447,2016-07-15,Friday,July
475449,2016-04-19,Tuesday,April
475452,2016-10-18,Tuesday,October
475465,2016-12-23,Friday,December
475470,2016-12-04,Sunday,December
475471,2016-02-09,Tuesday,February
475480,2016-07-03,Sunday,July
475481,2016-01-23,Saturday,January
475484,2016-11-27,Sunday,November
475487,2016-09-24,Saturday,September
475488,2016-12-14,Wednesday,December
475490,2016-11-15,Tuesday,November
475491,2016-06-29,Wednesday,June
475492,2016-01-13,Wednesday,January
475495,2016-12-01,Thursday,December
475502,2016-10-23,Sunday,October
475507,2016-02-27,Saturday,February
475510,2016-10-26,Wednesday,October
475511,2016-07-24,Sunday,July
475512,2016-11-09,Wednesday,November
475513,2016-04-23,Saturday,April
475515,2016-05-07,Saturday,May
475517,2016-05-02,Monday,May
475524,2016-01-06,Wednesday,January
475527,2016-07-26,Tuesday,July
475529,2016-06-13,Monday,June
475533,2016-03-13,Sunday,March
475543,2016-08-14,Sunday,August
475547,2016-08-23,Tuesday,August
475550,2016-12-29,Thursday,December
475552,2016-12-31,Saturday,December
475553,2016-11-20,Sunday,November
475557,2016-08-30,Tuesday,August
475563,2016-09-17,Saturday,September
475572,2016-10-30,Sunday,October
475573,2016-07-19,Tuesday,July
475576,2016-08-01,Monday,August
475589,2016-11-21,Monday,November
475593,2016-06-05,Sunday,June
475603,2016-06-26,Sunday,June
475614,2016-03-20,Sunday,March
475618,2016-01-05,Tuesday,January
475628,2016-09-16,Friday,September
475638,2016-09-22,Thursday,September
475644,2016-02-12,Friday,February
475646,2016-12-02,Friday,December
475649,2016-10-03,Monday,October
475660,2016-05-20,Friday,May
475665,2016-09-09,Friday,September
475675,2016-04-30,Saturday,April
475683,2016-07-14,Thursday,July
475693,2016-11-06,Sunday,November
475699,2016-11-12,Saturday,November
475704,2016-11-03,Thursday,November
475709,2016-04-26,Tuesday,April
475743,2016-09-06,Tuesday,September
475749,2016-01-30,Saturday,January
475760,2016-06-16,Thursday,June
475761,2016-10-19,Wednesday,October
475768,2016-04-17,Sunday,April
475769,2016-02-26,Friday,February
475774,2016-05-31,Tuesday,May
475775,2016-07-07,Thursday,July
475779,2016-10-15,Saturday,October
475784,2016-01-27,Wednesday,January
475788,2016-01-17,Sunday,January
475796,2016-07-04,Monday,July
475814,2016-06-08,Wednesday,June
475844,2016-06-11,Saturday,June
475853,2016-04-28,Thursday,April
475861,2016-11-17,Thursday,November
475866,2016-12-16,Friday,December
475884,2016-07-09,Saturday,July
475905,2016-09-11,Sunday,September
475906,2016-07-05,Tuesday,July
475910,2016-06-21,Tuesday,June
475919,2016-09-18,Sunday,September
475923,2016-07-13,Wednesday,July
475924,2016-05-16,Monday,May
475953,2016-08-22,Monday,August
475959,2016-06-10,Friday,June
475987,2016-02-18,Thursday,February
475990,2016-08-05,Friday,August
476006,2016-08-09,Tuesday,August
476010,2016-04-16,Saturday,April
476019,2016-06-27,Monday,June
476034,2016-05-26,Thursday,May
476088,2016-06-22,Wednesday,June
476154,2016-05-03,Tuesday,May
476221,2016-04-07,Thursday,April
476222,2016-08-28,Sunday,August
476226,2016-07-23,Saturday,July
476234,2016-02-07,Sunday,February
476241,2016-02-19,Friday,February
476245,2016-12-28,Wednesday,December
476267,2016-05-10,Tuesday,May
476290,2016-08-04,Thursday,August
476323,2016-06-14,Tuesday,June
476330,2016-05-30,Monday,May
476345,2016-05-19,Thursday,May
476379,2016-02-25,Thursday,February
476400,2016-10-08,Saturday,October
476407,2016-06-09,Thursday,June
476557,2016-05-21,Saturday,May
476594,2016-02-05,Friday,February
476632,2016-07-28,Thursday,July
476723,2016-11-19,Saturday,November
476752,2016-03-30,Wednesday,March
476832,2016-03-09,Wednesday,March
477290,2016-08-25,Thursday,August
512795,2017-05-03,Wednesday,May
512798,2017-03-26,Sunday,March
512799,2017-06-03,Saturday,June
512800,2017-03-25,Saturday,March
512801,2017-03-23,Thursday,March
512802,2017-04-17,Monday,April
512803,2017-06-21,Wednesday,June
512804,2017-06-30,Friday,June
512807,2017-04-19,Wednesday,April
512808,2017-04-04,Tuesday,April
512811,2017-07-02,Sunday,July
512814,2017-05-31,Wednesday,May
512815,2017-07-11,Tuesday,July
512820,2017-04-23,Sunday,April
512821,2017-03-18,Saturday,March
512822,2017-01-07,Saturday,January
512823,2017-06-22,Thursday,June
512824,2017-04-07,Friday,April
512825,2017-05-17,Wednesday,May
512826,2017-03-20,Monday,March
512827,2017-02-02,Thursday,February
512828,2017-06-08,Thursday,June
512830,2017-05-02,Tuesday,May
512831,2017-05-16,Tuesday,May
512832,2017-06-02,Friday,June
512833,2017-06-09,Friday,June
512835,2017-04-13,Thursday,April
512836,2017-04-09,Sunday,April
512837,2017-01-13,Friday,January
512839,2017-07-12,Wednesday,July
512840,2017-01-17,Tuesday,January
512841,2017-04-24,Monday,April
512842,2017-02-20,Monday,February
512846,2017-04-22,Saturday,April
512847,2017-04-05,Wednesday,April
512848,2017-05-21,Sunday,May
512850,2017-04-01,Saturday,April
512851,2017-06-23,Friday,June
512852,2017-04-16,Sunday,April
512853,2017-06-18,Sunday,June
512854,2017-06-01,Thursday,June
512855,2017-04-12,Wednesday,April
512856,2017-05-04,Thursday,May
512857,2017-07-09,Sunday,July
512858,2017-06-07,Wednesday,June
512859,2017-01-08,Sunday,January
512860,2017-05-12,Friday,May
512861,2017-05-27,Saturday,May
512862,2017-06-14,Wednesday,June
512863,2017-05-28,Sunday,May
512864,2017-01-14,Saturday,January
512866,2017-07-04,Tuesday,July
512867,2017-07-01,Saturday,July
512870,2017-06-06,Tuesday,June
512871,2017-02-21,Tuesday,February
512872,2017-01-28,Saturday,January
512873,2017-02-04,Saturday,February
512875,2017-04-18,Tuesday,April
512877,2017-02-11,Saturday,February
512878,2017-05-26,Friday,May
512882,2017-01-23,Monday,January
512885,2017-01-20,Friday,January
512886,2017-05-13,Saturday,May
512890,2017-03-30,Thursday,March
512891,2017-01-04,Wednesday,January
512892,2017-03-12,Sunday,March
512894,2017-02-15,Wednesday,February
512895,2017-01-10,Tuesday,January
512896,2017-01-06,Friday,January
512897,2017-03-19,Sunday,March
512899,2017-04-21,Friday,April
512901,2017-06-12,Monday,June
512904,2017-01-01,Sunday,January
512907,2017-04-20,Thursday,April
512909,2017-01-31,Tuesday,January
512912,2017-02-06,Monday,February
512913,2017-03-11,Saturday,March
512914,2017-07-07,Friday,July
512918,2017-05-19,Friday,May
512919,2017-03-31,Friday,March
512921,2017-03-06,Monday,March
512923,2017-04-14,Friday,April
512925,2017-06-20,Tuesday,June
512928,2017-03-15,Wednesday,March
512930,2017-03-05,Sunday,March
512931,2017-01-16,Monday,January
512932,2017-06-05,Monday,June
512933,2017-06-29,Thursday,June
512938,2017-02-17,Friday,February
512940,2017-04-11,Tuesday,April
512941,2017-05-11,Thursday,May
512943,2017-01-21,Saturday,January
512947,2017-01-22,Sunday,January
512948,2017-04-02,Sunday,April
512949,2017-07-06,Thursday,July
512951,2017-03-04,Saturday,March
512952,2017-05-08,Monday,May
512957,2017-02-09,Thursday,February
512960,2017-03-21,Tuesday,March
512961,2017-04-15,Saturday,April
512964,2017-03-16,Thursday,March
512965,2017-05-18,Thursday,May
512968,2017-03-09,Thursday,March
512970,2017-02-19,Sunday,February
512971,2017-03-10,Friday,March
512972,2017-05-25,Thursday,May
512975,2017-03-14,Tuesday,March
512976,2017-05-24,Wednesday,May
512977,2017-05-23,Tuesday,May
512978,2017-04-28,Friday,April
512980,2017-03-07,Tuesday,March
512989,2017-02-28,Tuesday,February
512992,2017-01-09,Monday,January
512994,2017-06-17,Saturday,June
512997,2017-01-18,Wednesday,January
512998,2017-06-16,Friday,June
513001,2017-06-27,Tuesday,June
513002,2017-03-01,Wednesday,March
513006,2017-03-13,Monday,March
513007,2017-02-25,Saturday,February
513008,2017-05-20,Saturday,May
513009,2017-01-05,Thursday,January
513010,2017-04-03,Monday,April
513018,2017-06-25,Sunday,June
513032,2017-01-12,Thursday,January
513033,2017-03-03,Friday,March
513036,2017-04-26,Wednesday,April
513037,2017-04-30,Sunday,April
513047,2017-06-28,Wednesday,June
513053,2017-04-10,Monday,April
513056,2017-04-06,Thursday,April
513059,2017-05-10,Wednesday,May
513064,2017-05-06,Saturday,May
513065,2017-06-15,Thursday,June
513069,2017-05-14,Sunday,May
513084,2017-03-28,Tuesday,March
513088,2017-03-29,Wednesday,March
513091,2017-02-14,Tuesday,February
513095,2017-01-24,Tuesday,January
513098,2017-05-30,Tuesday,May
513099,2017-06-19,Monday,June
513108,2017-03-17,Friday,March
513112,2017-01-15,Sunday,January
513124,2017-01-26,Thursday,January
513129,2017-02-10,Friday,February
513130,2017-06-11,Sunday,June
513134,2017-05-01,Monday,May
513136,2017-02-01,Wednesday,February
513137,2017-03-08,Wednesday,March
513141,2017-06-26,Monday,June
513142,2017-03-24,Friday,March
513148,2017-05-29,Monday,May
513150,2017-01-11,Wednesday,January
513159,2017-02-05,Sunday,February
513163,2017-07-03,Monday,July
513166,2017-01-02,Monday,January
513172,2017-01-25,Wednesday,January
513176,2017-06-13,Tuesday,June
513199,2017-04-27,Thursday,April
513201,2017-02-03,Friday,February
513214,2017-02-16,Thursday,February
513218,2017-02-22,Wednesday,February
513230,2017-01-03,Tuesday,January
513231,2017-05-07,Sunday,May
513242,2017-03-22,Wednesday,March
513244,2017-05-05,Friday,May
513249,2017-01-27,Friday,January
513250,2017-03-02,Thursday,March
513252,2017-05-15,Monday,May
513274,2017-02-24,Friday,February
513278,2017-06-24,Saturday,June
513298,2017-02-07,Tuesday,February
513313,2017-02-12,Sunday,February
513314,2017-05-09,Tuesday,May
513315,2017-05-22,Monday,May
513316,2017-01-29,Sunday,January
513333,2017-02-23,Thursday,February
513347,2017-04-08,Saturday,April
513350,2017-01-30,Monday,January
513381,2017-04-29,Saturday,April
513385,2017-02-13,Monday,February
513419,2017-02-26,Sunday,February
513423,2017-06-10,Saturday,June
513437,2017-04-25,Tuesday,April
513455,2017-07-05,Wednesday,July
513522,2017-01-19,Thursday,January
513540,2017-07-10,Monday,July
513544,2017-07-08,Saturday,July
513675,2017-06-04,Sunday,June
513728,2017-03-27,Monday,March
513792,2017-07-13,Thursday,July
514083,2017-02-27,Monday,February
514230,2017-02-08,Wednesday,February
514245,2017-02-18,Saturday,February
